,sig
REJECT_COUNT_1.0 AMOUNT_TAX<=0.5 REFUND_TRANSFER_FLAG,-0.316989985318
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 AMOUNT_TAX> 0.5 <11907.0 REQUIRED_TAKE_FLAG,-0.354591380685
REJECT_COUNT_-1 AMOUNT_TAX<=0.5 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.374428667695
AMOUNT_TAX<=0.5 REFUND_TRANSFER_FLAG AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.385246962336
1,-0.389195857171
REJECT_COUNT_-1 AMOUNT_TAX<=0.5 REQUIRED_TAKE_FLAG,-0.473540209324
REJECT_COUNT_1.0 REFUND_TRANSFER_FLAG AMOUNT_TAX> 0.5 <11907.0,-0.48411993428
AMOUNT_TAX> 0.5 <11907.0 FIRST_COMPLETE_APP_TYPE_Mobile Web COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.485942933661
REJECT_COUNT_-1 AMOUNT_TAX<=0.5 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.542532025149
REJECT_COUNT_-1 REFUND_TRANSFER_FLAG AMOUNT_TAX> 0.5 <11907.0,-0.547527318548
REJECT_COUNT_1.0 AMOUNT_TAX<=0.5 AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.561777463831
REJECT_COUNT_-1 AMOUNT_TOTAL_DEDUCTIONS>=6394.5 REQUIRED_TAKE_FLAG,-0.572754377694
REJECT_COUNT_1.0 AMOUNT_TAX> 0.5 <11907.0 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.627442016158
AMOUNT_TAX> 0.5 <11907.0 COST_PER_CUST> 5.5844650268554687 <103.12427520751953 REQUIRED_TAKE_FLAG,-0.714857844767
REJECT_COUNT_1.0 AMOUNT_TAX<=0.5 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.720429695334
REJECT_COUNT_1.0 FIRST_COMPLETE_APP_TYPE_Mobile Web REQUIRED_TAKE_FLAG,-0.806351958239
AMOUNT_TAX<=0.5 COST_PER_CUST> 5.5844650268554687 <103.12427520751953 REQUIRED_TAKE_FLAG,-0.971089432093
REJECT_COUNT_-1 AMOUNT_TOTAL_DEDUCTIONS>=6394.5 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-1.04005085129
